"","postcode_clean","Respondents","1. Do you give your consent to take part in this study?","2. What is your current age in years?","3. What is your gender?","4. Do you currently live in the UK?","5. What are the first 3 digits of your postcode? (e.g., HU5, YO1).","6. Please click the item that best describes the neighbourhood you live in:","7. Are you a member of an environmental charity or community group? (i.e., RSPB, ""Friends of"" group)","8. Do you participate in any form of nature recording? (e.g., via apps iNaturalist, Seek, Merlin or as an amateur naturalist)","9.1. 1. I always find beauty in nature.","9.2. 2. I always treat nature with respect.","9.3. 3. Being in nature makes me very happy.","9.4. 4. Spending time in nature is very important to me.","9.5. 5. I find being in nature really amazing.","9.6. 6. I feel part of nature.","10. How often do you visit blue spaces?","10.1. Rivers, canals and dykes","10.2. Park lakes","10.3. Coastal areas","10.4. Estuaries","10.5. Marinas","11. Have you heard of the term ""rewilding""?","12.1. Cities should have more blue spaces","12.2. Blue spaces are important for nature","12.3. Blue spaces in the UK are in poor condition","12.4. Blue spaces are important for my health and wellbeing","12.5. We should “rewild” UK blue spaces","13. Do you carry out any of these activities around blue spaces?","14. In three words describe a blue space in your local area","15. In three words describe a ""wild"" blue space in your local area","16. What wildlife have you seen around blue spaces?","17. What types of wildlife would you like to see more of?","18. Would you consider providing a blue space (e.g., large nature pond or mini bucket pond) in your garden, allotment or other available outdoor space?","19. How would you improve blue spaces for people and nature?","Start Date","Completion Date","X","Y","fid","postcode","positional","country_co","nhs_region","nhs_ha_cod","admin_coun","admin_dist","admin_ward"
"184","HU6","Respondent 223","I give consent to take part in this study",52,"Male","Yes","Hu6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Weekly","Weekly","Weekly","Weekly","Monthly","Yes","Strongly agree","Strongly agree","Neutral","Agree","Agree","Nature watching,Dog walking,Fishing,Feeding wildlife (e.g., ducks, fish),Rock pooling","Very important space","Important for nature","Deer, fox, red kite squirrel","Birds","I would if I had the space","Better maintenance on inner city areas","2025-05-22 14:18:17 UTC","2025-05-22 14:23:30 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"185","HU6","Respondent 254","I give consent to take part in this study",21,"Male","Yes","HU6","Suburban (i.e., mostly houses, located just outside a city or town)","No","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Once a year","Monthly","Weekly","Weekly","Yes","Strongly agree","Strongly agree","Partially agree","Agree","Strongly agree","Nature watching,Photography","Lack of wildlife","Lack of woldlife","Ducks, geese and swans","Fish sea birds","I would if I had the space","Make sure it is upkept","2025-05-23 12:51:58 UTC","2025-05-23 12:54:06 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"186","HU6","Respondent 177","I give consent to take part in this study",58,"Male","Yes","Hu6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Every 6 months","Monthly","Monthly","Once a year","Yes","Strongly agree","Strongly agree","Neutral","Strongly agree","Agree","Nature watching,Dog walking,Fishing,Feeding wildlife (e.g., ducks, fish)","Anywhere green belt and in spoilt","Untouched countryside","Deer badgers otters","Owls and birds of prey","I would if I had the space","Ban parking","2025-05-19 10:45:16 UTC","2025-05-19 10:50:47 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"187","HU6","Respondent 268","I give consent to take part in this study",44,"Female","Yes","HU6","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Every 6 months","Every 6 months","Every 6 months","Monthly","Yes","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography,Feeding wildlife (e.g., ducks, fish)","East Park, there is a large pond with many birds, also pearson park","flamborough and the eastern coastline, my partner and I are walking the Cleveland way","puffins, seals, variety of gulls, rock doves, pigeons, owls, foxes","smaller birds like tits, whatever birds could and should be in the area that I am not familiar with, insects and butterflies too","I already do","better public education to avoid dumping rubbish, there is a good sign and platform added near a drain near endike rd school which is a habitat for many water birds","2025-05-25 13:24:14 UTC","2025-05-25 13:34:20 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"188","HU6","Respondent 186","I give consent to take part in this study",46,"Female","Yes","HU6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Monthly","Every 6 months","Monthly","Every 6 months","Every 6 months","Yes","Strongly agree","Strongly agree","Partially agree","Agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Rock pooling","Turbid river Hull","Dynamic Humber Estuary","Swans, moorhens, coots, rats, foxes, frogs, kingfishers, fish","Otters, although seeing more of all wildlife would be wonderful","I already do","Increase understanding of nature in those spaces and share love for those spaces to hopefully encourage other to enjoy, respect and care for blue spaces","2025-05-19 11:56:36 UTC","2025-05-19 20:09:24 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"189","HU6","Respondent 143","I give consent to take part in this study",22,"Female","Yes","HU6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Every 6 months","Once a year","Monthly","Monthly","Once a year","Yes","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","Abundant, giving, special","Important, fragile, diverse","Birds, dragonflies, aquatic plants","A range of birds, dragonflies and plants","I would if I had the space","Make sure blue spaces are well managed, such as reedbed management, and tested regularly to ensure they are not polluted. I think an increase in blue spaces within urban and suburban areas would encourage people to value their importance and inspire them to look after them, providing a cultural value to the community as well as a positive impact for blue spaces within cities.","2025-04-18 16:14:33 UTC","2025-04-18 16:36:19 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"190","HU6","Respondent 149","I give consent to take part in this study",53,"Female","Yes","Hu6","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Weekly","Every 6 months","Every 6 months","Once a year","Yes","Agree","Strongly agree","Neutral","Strongly agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography,Feeding wildlife (e.g., ducks, fish)","Relaxing beautiful peaceful","My garden","Birds foxes hedgehogs shrew water vole","Birds","I would if I had the space","Unsure","2025-04-18 20:24:35 UTC","2025-04-18 20:28:32 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"191","HU6","Respondent 270","I give consent to take part in this study",32,"Female","Yes","Hu6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","2","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Weekly","Monthly","Every 6 months","Every 6 months","Every 6 months","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Dog walking,Exercise (e.g., walking, kayaking, swimming)","Beautiful, declining, poor-access","Peaceful, under-threat","Birds, fish, snakes, deer","Everything!","Maybe, I would consider providing a blue space with more information or assistance","I want to see organisations that pollute water held accountable! I would then like to provide safer access points to blue spaces (e.g launch points for small craft). It's a fine balance between encourage people to access water ways and stopping people abusing them, but education is a must - and small craft licences can be rebooked for littering or bothering wildlife","2025-05-26 04:57:59 UTC","2025-05-26 05:04:37 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"192","HU6","Respondent 159","I give consent to take part in this study",32,"Female","Yes","HU6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","3","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Monthly","Monthly","Weekly","Weekly","Yes","Strongly agree","Strongly agree","Partially agree","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography","River","Dyke","Birds; water moles","Beavers ; fish","I would if I had the space","Regain access to the river Hull for recreatiinal activities such as rowing or canoeing","2025-04-21 14:04:42 UTC","2025-04-21 14:10:10 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"193","HU6","Respondent 224","I give consent to take part in this study",56,"Male","Yes","Hu6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","4",NA,"Weekly","Monthly","Monthly","Monthly","Never","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Fishing,Photography,Feeding wildlife (e.g., ducks, fish)","Peace of mind","Mental healthy wellbeing","Birds seals deer rabbits hares foxes fish","Native species","I would if I had the space","Works parties","2025-05-22 14:45:17 UTC","2025-05-22 14:50:46 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"194","HU6","Respondent 211","I give consent to take part in this study",30,"Male","Yes","Hu6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","4",NA,"Monthly","Every 6 months","Weekly","Weekly","Every 6 months","Yes","Strongly agree","Strongly agree","Partially agree","Agree","Strongly agree","Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Fishing,Rock pooling","Ok, rubbish and chavs","Peace, wildlife, left alone","Butterfly, birds, ducks","Fish,","I would if I had the space","Paths, so people keep to them","2025-05-22 11:10:26 UTC","2025-05-22 11:15:47 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"195","HU6","Respondent 117","I give consent to take part in this study",57,"Female","Yes","Hu6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Every 6 months","Every 6 months","Every 6 months","Monthly","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Exercise (e.g., walking, kayaking, swimming) ,Feeding wildlife (e.g., ducks, fish),Pond dipping","Pearson park pond","Lido","Birds butterflies","Otters moles kingfishers voles","Maybe, I would consider providing a blue space with more information or assistance","Accessability","2025-04-16 11:57:36 UTC","2025-04-16 12:05:05 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"196","HU6","Respondent 240","I give consent to take part in this study",28,"Female","Yes","Hu6","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Monthly","Monthly","Monthly","Yes","Neutral","Agree","Agree","Strongly agree","Neutral","Dog walking,Exercise (e.g., walking, kayaking, swimming)","Hard to find","Hard to find","Birds, fish","Fish","I would if I had the space","Make people more aware of the importance of keeping blue spaces clean and rubbish free to protect the wildlife","2025-05-23 08:29:58 UTC","2025-05-23 08:34:33 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"197","HU6","Respondent 103","I give consent to take part in this study",66,"Female","Yes","HU6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Every 6 months","Every 6 months","Every 6 months","Never","Every 6 months","Yes","Strongly agree","Strongly agree","Neutral","Neutral","Agree","I don't carry out any of these activities","Free, open , calm","Free , calm , interesting","Swans , birds","Birds , bees , butterflies","I already do","More benches","2025-04-16 06:06:11 UTC","2025-04-16 06:12:16 UTC",507419,434705,682188,"HU6 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001691"
"198","HU7","Respondent 282","I give consent to take part in this study",47,"Female","Yes","HU7","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Every 6 months","Monthly","Every 6 months","Yes","Partially agree","Strongly disagree","Partially agree","Partially agree","Partially agree","Nature watching,Dog walking,Photography","Sparkly lake relaxing","Run down pollution","Ducks, geese, rats, small birds, butterflies","Butterflies, insects, small birds and mammals","I already do","Maintainence so they are not filled with rubbish and pollution","2025-05-27 07:43:54 UTC","2025-05-27 07:49:32 UTC",509273,432477,683447,"HU7 0AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011532"
